所屬業管機關,業者編號,卡號,電子票證卡種,持卡身分,票種類型,票種次類型,搭乘路線代碼,搭乘路線名稱,搭乘附屬路線代碼,搭乘附屬路線名稱,搭乘公車路線方向,公車路線計費方式[0: ODFares 上下車刷卡格式; 1: ODTapOnceFares 上車刷卡格式; 2: StageFares 區間收費格式],上車站牌代碼,上車站牌名稱,上車計費站序資料,刷卡上車時間,下車站牌代碼,下車站牌名稱,下車站牌站序,刷卡下車時間,收費價格,優惠額度,轉乘代碼紀錄,優惠資訊,實際支付價格,是否包含異常值(係指上下站值為-99或上下車時間為1970-01-01 00:00:00之情況),檢核錯誤代碼[-2: 未經二階段檢核; -1: 路線資訊錯誤; 0: 驗證通過; 1: 站牌或站位資訊錯誤; 2: 業者與路線資訊不匹配; 3: 路線、站牌與業者資訊不匹配],檢核結果[0: 值域或各式檢核未通過; 1: 值域各式檢核通過但包含異常值; 2: 代碼或邏輯檢核未通過; 3: 值域格式及代碼邏輯皆通過],原始票證筆數,來源端平台資料更新時間(yyyy-MM-dd HH:mm:ss),本平台資料更新時間(yyyy-MM-dd HH:mm:ss),資料代表日期(yyyy-MM-dd)
Authority,OperatorNo,ID,IDType,HolderType,TicketType,SubTicketType,RouteUID,RouteName,SubRouteUID,SubRouteName,Direction,FarePricingType,BoardingStopUID,BoardingStopName,BoardingStopSequence,BoardingTime,DeboardingStopUID,DeboardingStopName,DeboardingStopSequence,DeboardingTime,Price,Discount,TransferCode,DiscountInfo,PaymentPrice,IsAbnormal,ErrorCode,Result,TicketCount,SrcUpdateTime,UpdateTime,InfoDate
Kaohsiung,1307,b1625152ddcaeacf405853b06e3108bef28192fae9de063e8e684e14430d8396,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8502,8502,KHH8502,8502,1,0,KHH10850228612,捷運凹子底站(輕軌愛河之心站),8,2024-07-31 07:00:00,KHH10850251962,仁德街口(中華路),29,2024-07-31 08:00:00,33.0,33.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,57b04beae7ad9bcb5cf9bd39b06951a857d312e273ae8f1aa04da0d141c5e8d1,iPASS,C09,4,#KHH-399,KHH8506,8506,KHH8506,8506,0,0,KHH108506115991,楠梓火車站,7,2024-07-31 12:00:00,KHH10850669811,楠梓國小,8,2024-07-31 12:00:00,52.0,52.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,c00f0804962cb717c745fdd106facd0d6dee6ff1d2b476cd70da6bd89c58fc24,EasyCard,C01,1,,KHH8504,8504,KHH8504,8504,1,0,KHH10850438232,大潤發,8,2024-07-31 09:00:00,KHH108504131452,購物廣場站,21,2024-07-31 10:00:00,23.0,0.0,,,23.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,90cb5fe4a20ef944c616af5a9ae13ee9e5f567717fc67bc0b1c060cb4d035f99,iPASS,C09,4,#KHH-399,KHH8506,8506,KHH8506,8506,0,0,KHH108506148261,義大世界站,1,2024-07-31 12:00:00,KHH108506115971,中山路(中正路口),5,2024-07-31 13:00:00,60.0,60.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,daa93f168e0462daca8c198982f4218e26c1f900a693389d70bd54903aa01ee6,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 11:00:00,KHH100503191972,樹德科技大學(橫山路),4,2024-07-31 11:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,1d006f12f3a990c716536907d61312ecaae32c212019ac362cada6741369dd2a,iPASS,B,1,,KHH96,96,KHH96,96,1,0,KHH100096191582,大社果菜市場,6,2024-07-31 13:00:00,KHH100096131452,購物廣場站,9,2024-07-31 13:00:00,10.0,0.0,,,10.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,d2e56b44d164b271def970485e99d4395e749fa1f5e37844e226ad86f404e436,iPASS,C01,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 16:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,19.0,19.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,1019bf0c76234ed3c2506b6eabf1d9e7e6829bf12d9a23ffa985049c006588c0,iPASS,C01,1,,KHH8502,8502,KHH8502,8502,0,0,KHH108502192281,大樂民族店,22,2024-07-31 17:00:00,KHH10850236081,捷運凹子底站(輕軌愛河之心站),28,2024-07-31 17:00:00,13.0,13.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,3b3f5a094e78594a82122c6a5de546063abde22be02921ce53fd1635422d06d6,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8505,8505,KHH8505,8505,1,0,KHH108505106792,福誠高中,2,2024-07-31 11:00:00,KHH108505148252,義大世界站,16,2024-07-31 12:00:00,62.0,62.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,888a9807b7a3928f8a73f1d550b11d7a6fcd61ba7f4b54ce464cc9e2adc08c37,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH108501131412,仁林路口(澄觀路二段),3,2024-07-31 22:00:00,KHH108501131452,購物廣場站,6,2024-07-31 23:00:00,52.0,52.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,70966f36bd3573f00e1c15aba291e791b65bb0a13f84371044950f1e8c035a7b,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 15:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 16:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,6bf11bd5ca29bcf83cc4c8f112ab7f58a1ed564dee0b7091dbd3d9098426df1d,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 21:00:00,KHH108501131452,購物廣場站,6,2024-07-31 21:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,823fe501944def189498cbae469af69bb3ead1d926ce072a5391378d2d2183ed,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 19:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 20:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,d48a8e5c7bef726a6ba77cf2b0e7b68701eb35b88de0f7020afbef82bc15b98f,iPASS,B,1,,KHH8506,8506,KHH8506,8506,1,0,KHH108506115922,楠梓火車站,15,2024-07-31 10:00:00,KHH108506115952,購物廣場站,20,2024-07-31 10:00:00,36.0,0.0,,,36.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a82a8f9b9905703d281152dae97b14e08106d03ceb904ac6637f2eb7eb558b7c,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 07:00:00,KHH108501148252,義大世界站,7,2024-07-31 08:00:00,37.0,37.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,52dbefc8f6fbe8e01ec0745c01f141e99d5b7d104baf84060294d2f542ad8fb7,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 10:00:00,KHH108501148252,義大世界站,7,2024-07-31 11:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,1328f32fa4f26fb750c071ffd9f809b89acd4f12be9552a60538362686025d3e,iPASS,C09,4,#KHH-399,KHH8505,8505,KHH8505,8505,0,0,KHH108505148261,義大世界站,1,2024-07-31 17:00:00,KHH108505107671,五甲派出所,13,2024-07-31 18:00:00,83.0,83.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,de6cfa6ec86c7f4b685c6b01b5ff65a528262946cac4dae3336fca6b7f3815e3,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 12:00:00,KHH108501131452,購物廣場站,6,2024-07-31 12:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,d3a422c9c7021de9e92a233f54d1c3eb97536895ea576ec4ffd60535b44aac32,iPASS,C02,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 06:00:00,KHH108501131452,購物廣場站,6,2024-07-31 07:00:00,17.0,0.0,,,17.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,b1e3dfb6761f0eecb583e24f5589f282a18913ff0bbbff719a5859e8d0a82d74,iPASS,C01,1,,KHH8506,8506,KHH8506,8506,1,0,KHH108506115922,楠梓火車站,15,2024-07-31 11:00:00,KHH108506191582,大社果菜市場,18,2024-07-31 12:00:00,13.0,13.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,354281769c47fb1755915828594f384db2d59cc6dcb1bb3456cb614262bc4b71,EasyCard,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 13:00:00,KHH100503123372,義大醫院,1,2024-07-31 13:00:00,36.0,12.0,,03,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,f1ba618fe3bf90c66976c14156ad22ba92cd7fc1b232f415194e15b6db19b83f,iPASS,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 20:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 20:00:00,24.0,0.0,,,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,7fe395427e94b0aea4324081f638f669803474f8b99c0713fe16f2d2343c0c84,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 18:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,93aa2c072004b7ca9de18e22ff98728530602fcb2edd17d8468ff2b942a05ab3,iPASS,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 07:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 08:00:00,24.0,0.0,,,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,84bcdc6cf356db1cc14effcace82ce90296b309990290db9c63a8069f927ac17,iPASS,C09,4,#KHH-399,KHH8506,8506,KHH8506,8506,1,0,KHH108506115942,中山路(中正路口),17,2024-07-31 08:00:00,KHH108506148252,義大世界站,21,2024-07-31 09:00:00,60.0,60.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,78642dcea6e4555c217aad4840ccd2fddec410d8e2c4d266ea4b8f044ef31193,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8504,8504,KHH8504,8504,0,0,KHH108504148261,義大世界站,1,2024-07-31 17:00:00,KHH10850492721,建軍路口,7,2024-07-31 18:00:00,39.0,39.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,45f8edcc95abf0e4f3b833c08fdd0493dd27e9f9529d1dfc9fe2ed58808dc6c9,EasyCard,A,1,,KHH8506,8506,KHH8506,8506,1,0,KHH108506115942,中山路(中正路口),17,2024-07-31 08:00:00,KHH108506148252,義大世界站,21,2024-07-31 09:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,af1b7efbe701ce9e8159b001ff008e6b29860b2732e502da4b0c40020865a27e,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,b9c04f87a3ef514baf8efe5369572bc9373f093ad9c51781d26bb0221c337c88,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501116231,古嚴寺,4,2024-07-31 18:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 19:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,93f9d680438bbb97471722bba9ef7185ed338a17d9e1121f4200f89bc91500d6,iPASS,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 15:00:00,KHH100503123372,義大醫院,1,2024-07-31 16:00:00,24.0,0.0,,,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,2be067062d2fc3d5091a8032daf5e370529ef263426b52549e9a29be6234c8c4,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8505,8505,KHH8505,8505,1,0,KHH108505118102,瑞隆東路口(南京路),7,2024-07-31 06:00:00,KHH108505148252,義大世界站,16,2024-07-31 07:00:00,52.0,52.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,0d7c282eb62b46aba0bc5c5fa34802c5eacecb38b360da831736645b712a946b,iPASS,C01,1,,KHH96,96,KHH96,96,1,0,KHH100096148202,義大醫院,1,2024-07-31 14:00:00,KHH100096158982,翠屏路口(中山路),5,2024-07-31 15:00:00,9.0,9.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,1d19f6639ca6597d5b0521305ff920faa56c7a2a54a86b8218cd155683d426c1,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 07:00:00,KHH108501148252,義大世界站,7,2024-07-31 08:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,2fad33e9970be0a6583a2caf7d214f99e9e9e78752be58d1cc6b0942c435b556,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,fe3fbaf578cfc4634631c7adb3fdb45ff4a72876c84e135b9b454311f95bf945,iPASS,C09,4,#SOU-999,KHH8506,8506,KHH8506,8506,0,0,KHH108506148261,義大世界站,1,2024-07-31 16:00:00,KHH108506115991,楠梓火車站,7,2024-07-31 17:00:00,69.0,69.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,3b94478f47ff6c558736253355dbd40d1c13b6d103b1f3d694eb4412db5730da,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8506,8506,KHH8506,8506,0,0,KHH10850669841,清豐路口(楠梓路),10,2024-07-31 08:00:00,KHH10850688601,捷運青埔站,11,2024-07-31 08:00:00,26.0,26.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,d9096bef85d95581350e4b32ccc70cdbe57b4a2e244f2bd1a84d568e7f911bde,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 12:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 12:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,7ca705600d0978a634e8bcaca0250daef68b5da6900a9583203baacd06ea6c53,iPASS,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 16:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,97e83d9edfaf8cdbbe0f093f4dca47b3012c0faeeace770025b6a4f97970ef6f,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8502,8502,KHH8502,8502,1,0,KHH10850238332,鼎西里,16,2024-07-31 07:00:00,KHH108502131452,購物廣場站,34,2024-07-31 08:00:00,47.0,47.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,50a175e6b876e127addebf6d8bf5ffbb2ec7fe3e820c481385d9125b68fa8090,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 10:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 11:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,cdfd90ed1cae0f5f93a8a9f991fa8d0e7287924fd8fda60314b8449ec5bc7471,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 19:00:00,KHH100503123372,義大醫院,1,2024-07-31 20:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,58e5ecb9059aa4bbf3c0af9088f091ec17fbd475ed0a70bd6a6f557fa10f0c78,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 11:00:00,KHH108501148252,義大世界站,7,2024-07-31 11:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,6649e93ff1fb8e4cc9d966c29939dec5828607ff087d1f2953bac736040caec3,icash,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 12:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 12:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,74cd156703c678372818583d1e4f469ad1f0bd9e685239544b801e9ed841d4d8,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8506,8506,KHH8506,8506,0,0,KHH108506131461,購物廣場站,2,2024-07-31 21:00:00,KHH108506191591,大社果菜市場,4,2024-07-31 21:00:00,26.0,26.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,daefdb1a7d8c0813efc4d015bc3da6dd64db701c8062d0c110b56fafe3e9d60f,iPASS,C01,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 14:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 14:00:00,17.0,17.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,b2fcecf5c3899fa2b42895d15e40a62ad459fe6f5b054ebb6aee5bdd5e00dadb,iPASS,C01,1,,KHH8502,8502,KHH8502,8502,1,0,KHH108502184432,大灣,23,2024-07-31 12:00:00,KHH108502131452,購物廣場站,34,2024-07-31 12:00:00,17.0,17.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,94dd170993d512dc5dfd38e5d3de2769c839447e0567f3f5b01ad97f4002166d,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 06:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 07:00:00,37.0,37.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,3039bab50273a11f0bcfa9b904e434c4b28c1133178cba238c78c43b658a21a2,EasyCard,A,1,,KHH8504,8504,KHH8504,8504,1,0,KHH108504131682,明善堂,4,2024-07-31 08:00:00,KHH108504107762,臺鐵鳳山站,7,2024-07-31 08:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,8087fb1a9cee4cbd0f82de771983905621175bfcd9e38b9bae0ba15de0e3f3a0,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 10:00:00,KHH108501131452,購物廣場站,6,2024-07-31 10:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,b8ae8117fcc25586d866dddfcd1d88089ab98cc404bf4a8d1553dd2c3e718ad8,PaymentID,C09,4,#KHH-MaaS_30D399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 15:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 16:00:00,24.0,24.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,7d086c65c586ff74b5b9eedf7beaeb1c9d5194daec79107c571861b901649bdf,iPASS,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 12:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 12:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,f1ba618fe3bf90c66976c14156ad22ba92cd7fc1b232f415194e15b6db19b83f,iPASS,A,1,,KHH8506,8506,KHH8506,8506,0,0,KHH108506148261,義大世界站,1,2024-07-31 15:00:00,KHH108506115991,楠梓火車站,7,2024-07-31 16:00:00,43.0,0.0,,,43.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a920f2554064b6cdaf5297d1a9d666cd5b7bc3f0668f2f1e881c128aed3c9504,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 18:00:00,37.0,37.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,d29d6c21f6d089628f8df7e681717858aaeb4d8b2ea135744571f65d01dce4f2,iPASS,C09,4,#KHH-399,KHH8503,8503,KHH8503,8503,1,0,KHH10850324452,建工路口(高雄高工),10,2024-07-31 07:00:00,KHH108503148252,義大世界站,18,2024-07-31 08:00:00,78.0,78.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a33c42c3491c0509ec7a84f8923b57aa57e82c3bcdac44090ab7a5fa13bc1fe4,iPASS,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 07:00:00,KHH100503123372,義大醫院,1,2024-07-31 07:00:00,24.0,0.0,,,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,bff51ef9ecbd9d0570ee0a9f0c89054cc8fb0289e8729c771159e137ca6fe00d,EasyCard,C01,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 08:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 08:00:00,17.0,0.0,,,17.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,70c78e5d9c8f0dfc3cea75772d2605732c65ec314cca167f642da125ed28e96e,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 10:00:00,KHH108501148252,義大世界站,7,2024-07-31 11:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,2916b4f35212376d27faa9e21c37f8c81001ffe3cfb06026561c88d4c3140e2f,iPASS,C01,1,,KHH8504,8504,KHH8504,8504,1,0,KHH108504131722,曹公路,6,2024-07-31 12:00:00,KHH10850438232,大潤發,8,2024-07-31 12:00:00,13.0,13.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,f630b16225ac3602edb9af08d9bb4ea5048793a46aa86303aeda9b2d66c4aedb,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 11:00:00,KHH108501148252,義大世界站,7,2024-07-31 11:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,70cf88e8c9a9b36c35f5b3939315d0d18bc4876ac61c5deec8a69fa9468adba3,iPASS,B,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 17:00:00,KHH100503123372,義大醫院,1,2024-07-31 18:00:00,20.0,0.0,,,20.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
