旅次日期,旅次時段(Ex: 12表示為12時00分至12時59分),票證分類 (N-IC: 非電子票證; IC: 電子票證),電子票證卡種,持卡身分,起站代碼,起站中文名稱,迄站代碼,迄站中文名稱,旅運量,資料代表日期(yyyy-MM-dd)
TripDate,TripHour,TicketClass,IDType,HolderType,OriginStationID,OriginStationName,DestinationStationID,DestinationStationName,Volume,InfoDate
2024/5/31,8,IC,iPASS,B,O14,鳳山國中,O4,前金,1,2024/5/31
2024/5/31,15,IC,iPASS,A,O8,五塊厝,R19,楠梓科技園區,1,2024/5/31
2024/5/31,9,IC,iPASS,A,R6,凱旋,R16,左營,4,2024/5/31
2024/5/31,17,IC,CreditCard,A,R18,油廠國小,O5/R10,美麗島,2,2024/5/31
2024/5/31,18,IC,iPASS,B,O1,哈瑪星                 ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,10,IC,iPASS,A,R23,橋頭火車站,R24,岡山高醫,1,2024/5/31
2024/5/31,16,IC,iPASS,A,O9,苓雅運動園區              ,R12,後驛                  ,1,2024/5/31
2024/5/31,9,IC,iPASS,A,R14,巨蛋,R16,左營,19,2024/5/31
2024/5/31,20,IC,iPASS,A,R5,前鎮高中                ,R16,左營                  ,5,2024/5/31
2024/5/31,12,IC,iPASS,A,OT1,大寮,R6,凱旋,1,2024/5/31
2024/5/31,7,IC,iPASS,B,R17,世運,R18,油廠國小,4,2024/5/31
2024/5/31,7,IC,iPASS,B,R21,都會公園,R14,巨蛋,22,2024/5/31
2024/5/31,17,IC,iPASS,A,R14,巨蛋                  ,R15,生態園區                ,3,2024/5/31
2024/5/31,23,IC,iPASS,A,OT1,大寮                  ,R8,三多商圈                ,1,2024/5/31
2024/5/31,14,IC,iPASS,C01,O6,信義國小                ,O14,鳳山國中                ,1,2024/5/31
2024/5/31,15,IC,iPASS,A,O5/R10,美麗島                 ,R17,世運                  ,1,2024/5/31
2024/5/31,11,IC,iPASS,A,R3,小港,R14,巨蛋,9,2024/5/31
2024/5/31,16,IC,iPASS,B,OT1,大寮                  ,R16,左營                  ,10,2024/5/31
2024/5/31,8,IC,iPASS,C02,R20,後勁                  ,R22A,橋頭糖廠                ,1,2024/5/31
2024/5/31,17,IC,iPASS,A,O5/R10,美麗島                 ,O4,前金                  ,3,2024/5/31
2024/5/31,23,IC,iPASS,A,O7,文化中心                ,R14,巨蛋                  ,1,2024/5/31
2024/5/31,17,IC,iPASS,A,O11,鳳山西站,R24,岡山高醫,5,2024/5/31
2024/5/31,17,IC,iPASS,A,R6,凱旋,R3,小港,49,2024/5/31
2024/5/31,14,IC,icash,A,O2,鹽埕埔                 ,R23,橋頭火車站               ,1,2024/5/31
2024/5/31,17,IC,iPASS,B,R13,凹子底,R19,楠梓科技園區,9,2024/5/31
2024/5/31,18,IC,iPASS,A,O7,文化中心,O5/R10,美麗島,6,2024/5/31
2024/5/31,12,IC,iPASS,B,R23,橋頭火車站,R9,中央公園,1,2024/5/31
2024/5/31,19,IC,iPASS,B,O2,鹽埕埔,O14,鳳山國中,1,2024/5/31
2024/5/31,10,IC,iPASS,C01,O5/R10,美麗島                 ,O4,前金                  ,2,2024/5/31
2024/5/31,7,N-IC,,,R4,高雄國際機場,R8,三多商圈,1,2024/5/31
2024/5/31,20,N-IC,,,O9,苓雅運動園區,R11,高雄車站,2,2024/5/31
2024/5/31,15,IC,EasyCard,B,R11,高雄車站                ,R12,後驛                  ,2,2024/5/31
2024/5/31,15,IC,CreditCard,A,R14,巨蛋,R22,青埔,4,2024/5/31
2024/5/31,6,IC,iPASS,A,R4,高雄國際機場              ,R6,凱旋                  ,1,2024/5/31
2024/5/31,14,IC,EasyCard,A,O5/R10,美麗島                 ,R8,三多商圈                ,1,2024/5/31
2024/5/31,17,IC,iPASS,C01,O13,大東                  ,R15,生態園區                ,2,2024/5/31
2024/5/31,22,IC,iPASS,A,R14,巨蛋,R20,後勁,6,2024/5/31
2024/5/31,23,IC,PaymentID,A,R15,生態園區,R3,小港,1,2024/5/31
2024/5/31,17,IC,CreditCard,A,R5,前鎮高中,R6,凱旋,1,2024/5/31
2024/5/31,16,IC,iPASS,A,O2,鹽埕埔,R14,巨蛋,3,2024/5/31
2024/5/31,7,IC,iPASS,C02,R4A,草衙                  ,R19,楠梓科技園區              ,1,2024/5/31
2024/5/31,7,IC,iPASS,A,O9,苓雅運動園區              ,R14,巨蛋                  ,1,2024/5/31
2024/5/31,20,IC,iPASS,B,R13,凹子底                 ,R19,楠梓科技園區              ,1,2024/5/31
2024/5/31,23,IC,PaymentID,A,R6,凱旋,R24,岡山高醫,2,2024/5/31
2024/5/31,15,IC,iPASS,A,R5,前鎮高中,R8,三多商圈,1,2024/5/31
2024/5/31,21,IC,PaymentID,A,R14,巨蛋,R19,楠梓科技園區,2,2024/5/31
2024/5/31,19,IC,iPASS,A,R23,橋頭火車站               ,R19,楠梓科技園區              ,2,2024/5/31
2024/5/31,14,IC,iPASS,B,O1,哈瑪星                 ,R21,都會公園                ,1,2024/5/31
2024/5/31,23,IC,iPASS,A,R6,凱旋,R14,巨蛋,2,2024/5/31
2024/5/31,14,N-IC,,,R11,高雄車站,O4,前金,1,2024/5/31
2024/5/31,8,IC,iPASS,A,R16,左營,R8,三多商圈,53,2024/5/31
2024/5/31,19,IC,PaymentID,A,R3,小港,R5,前鎮高中,1,2024/5/31
2024/5/31,9,IC,iPASS,B,R16,左營,R18,油廠國小,5,2024/5/31
2024/5/31,21,IC,EasyCard,B,O10,衛武營                 ,R14,巨蛋                  ,1,2024/5/31
2024/5/31,7,IC,iPASS,C02,O9,苓雅運動園區              ,O7,文化中心                ,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R8,三多商圈                ,O5/R10,美麗島                 ,2,2024/5/31
2024/5/31,16,IC,iPASS,B,R9,中央公園                ,R15,生態園區                ,9,2024/5/31
2024/5/31,8,IC,iPASS,A,O2,鹽埕埔,O10,衛武營,1,2024/5/31
2024/5/31,10,IC,iPASS,A,R13,凹子底                 ,R9,中央公園                ,3,2024/5/31
2024/5/31,18,IC,EasyCard,A,R3,小港                  ,R4A,草衙                  ,2,2024/5/31
2024/5/31,16,IC,EasyCard,A,R16,左營                  ,R21,都會公園                ,6,2024/5/31
2024/5/31,18,IC,iPASS,B,R3,小港                  ,R8,三多商圈                ,4,2024/5/31
2024/5/31,20,IC,PaymentID,A,O7,文化中心,R16,左營,1,2024/5/31
2024/5/31,15,IC,iPASS,C01,R11,高雄車站                ,R3,小港                  ,3,2024/5/31
2024/5/31,0,IC,EasyCard,A,R15,生態園區                ,R9,中央公園                ,1,2024/5/31
2024/5/31,14,IC,PaymentID,A,R16,左營,R9,中央公園,1,2024/5/31
2024/5/31,7,IC,iPASS,A,R22,青埔,R24,岡山高醫,9,2024/5/31
2024/5/31,20,IC,iPASS,A,O6,信義國小,O13,大東,6,2024/5/31
2024/5/31,10,IC,iPASS,B,R11,高雄車站                ,O5/R10,美麗島                 ,3,2024/5/31
2024/5/31,17,IC,EasyCard,C02,R6,凱旋                  ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,20,IC,icash,A,R16,左營                  ,R22A,橋頭糖廠                ,1,2024/5/31
2024/5/31,21,IC,EasyCard,B,O1,哈瑪星                 ,R12,後驛                  ,1,2024/5/31
2024/5/31,18,IC,icash,A,R6,凱旋                  ,R16,左營                  ,1,2024/5/31
2024/5/31,16,IC,EasyCard,A,O12,鳳山                  ,O6,信義國小                ,1,2024/5/31
2024/5/31,9,IC,iPASS,A,OT1,大寮,O6,信義國小,14,2024/5/31
2024/5/31,7,IC,iPASS,A,R5,前鎮高中,O7,文化中心,2,2024/5/31
2024/5/31,21,IC,iPASS,A,O5/R10,美麗島,R4A,草衙,2,2024/5/31
2024/5/31,6,IC,iPASS,B,R4,高雄國際機場,R11,高雄車站,1,2024/5/31
2024/5/31,7,IC,iPASS,A,R6,凱旋                  ,R3,小港                  ,2,2024/5/31
2024/5/31,12,IC,EasyCard,A,R12,後驛                  ,R15,生態園區                ,1,2024/5/31
2024/5/31,20,IC,iPASS,A,R14,巨蛋                  ,O7,文化中心                ,1,2024/5/31
2024/5/31,8,IC,EasyCard,A,R15,生態園區                ,R19,楠梓科技園區              ,1,2024/5/31
2024/5/31,21,IC,PaymentID,A,R4,高雄國際機場,R9,中央公園,2,2024/5/31
2024/5/31,8,IC,iPASS,B,O11,鳳山西站,O10,衛武營,2,2024/5/31
2024/5/31,16,IC,iPASS,B,O1,哈瑪星                 ,R23,橋頭火車站               ,1,2024/5/31
2024/5/31,20,IC,iPASS,A,R8,三多商圈,O6,信義國小,1,2024/5/31
2024/5/31,19,IC,icash,A,R7,獅甲                  ,O14,鳳山國中                ,1,2024/5/31
2024/5/31,21,IC,iPASS,B,O5/R10,美麗島,R16,左營,4,2024/5/31
2024/5/31,8,IC,iPASS,B,O6,信義國小,R19,楠梓科技園區,1,2024/5/31
2024/5/31,16,IC,iPASS,C01,R11,高雄車站                ,O2,鹽埕埔                 ,2,2024/5/31
2024/5/31,18,IC,iPASS,A,O9,苓雅運動園區,O11,鳳山西站,1,2024/5/31
2024/5/31,12,IC,iPASS,A,R17,世運,R16,左營,3,2024/5/31
2024/5/31,20,IC,iPASS,C01,R12,後驛                  ,R21,都會公園                ,1,2024/5/31
2024/5/31,8,IC,iPASS,A,R7,獅甲                  ,R14,巨蛋                  ,2,2024/5/31
2024/5/31,16,IC,iPASS,A,O7,文化中心                ,R13,凹子底                 ,4,2024/5/31
2024/5/31,7,IC,iPASS,B,O11,鳳山西站,R5,前鎮高中,1,2024/5/31
2024/5/31,7,IC,iPASS,B,O14,鳳山國中                ,R4,高雄國際機場              ,1,2024/5/31
2024/5/31,12,IC,EasyCard,A,R9,中央公園                ,R12,後驛                  ,3,2024/5/31
2024/5/31,16,IC,icash,A,R6,凱旋                  ,R8,三多商圈                ,1,2024/5/31
2024/5/31,13,IC,iPASS,A,R15,生態園區,O6,信義國小,3,2024/5/31
2024/5/31,16,IC,iPASS,B,O11,鳳山西站,R9,中央公園,3,2024/5/31
2024/5/31,20,IC,iPASS,A,R15,生態園區,R22,青埔,3,2024/5/31
2024/5/31,7,IC,iPASS,C01,O14,鳳山國中                ,R20,後勁                  ,1,2024/5/31
2024/5/31,16,IC,iPASS,A,O11,鳳山西站                ,OT1,大寮                  ,6,2024/5/31
2024/5/31,14,IC,iPASS,A,R8,三多商圈                ,R4,高雄國際機場              ,2,2024/5/31
2024/5/31,23,IC,EasyCard,A,R16,左營                  ,R6,凱旋                  ,3,2024/5/31
2024/5/31,19,IC,iPASS,A,R24,岡山高醫,R7,獅甲,1,2024/5/31
2024/5/31,13,IC,iPASS,A,R13,凹子底                 ,R21,都會公園                ,1,2024/5/31
2024/5/31,18,IC,iPASS,A,R9,中央公園                ,O7,文化中心                ,1,2024/5/31
2024/5/31,7,IC,iPASS,B,O5/R10,美麗島,R11,高雄車站,1,2024/5/31
2024/5/31,16,IC,EasyCard,B,R14,巨蛋                  ,R16,左營                  ,2,2024/5/31
2024/5/31,12,IC,EasyCard,B,O2,鹽埕埔                 ,R16,左營                  ,1,2024/5/31
2024/5/31,7,IC,EasyCard,A,R19,楠梓科技園區              ,R6,凱旋                  ,1,2024/5/31
2024/5/31,19,IC,iPASS,A,R9,中央公園                ,R4A,草衙                  ,2,2024/5/31
2024/5/31,8,IC,PaymentID,A,R15,生態園區,O6,信義國小,1,2024/5/31
2024/5/31,8,IC,iPASS,C01,R13,凹子底                 ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,18,IC,iPASS,B,R18,油廠國小                ,R14,巨蛋                  ,1,2024/5/31
2024/5/31,18,IC,EasyCard,A,O2,鹽埕埔                 ,R22A,橋頭糖廠                ,1,2024/5/31
2024/5/31,9,IC,iPASS,C01,O5/R10,美麗島                 ,O11,鳳山西站                ,1,2024/5/31
2024/5/31,12,IC,iPASS,A,R16,左營,O4,前金,1,2024/5/31
2024/5/31,23,IC,EasyCard,A,O12,鳳山                  ,O7,文化中心                ,1,2024/5/31
2024/5/31,7,IC,CreditCard,A,O7,文化中心,R14,巨蛋,1,2024/5/31
2024/5/31,21,IC,iPASS,A,R12,後驛                  ,R16,左營                  ,12,2024/5/31
2024/5/31,11,IC,iPASS,C01,R12,後驛                  ,R11,高雄車站                ,7,2024/5/31
2024/5/31,12,IC,iPASS,A,O11,鳳山西站                ,OT1,大寮                  ,2,2024/5/31
2024/5/31,19,IC,EasyCard,A,R21,都會公園                ,R9,中央公園                ,2,2024/5/31
2024/5/31,11,IC,iPASS,B,R11,高雄車站,R8,三多商圈,1,2024/5/31
2024/5/31,14,IC,iPASS,A,R22A,橋頭糖廠                ,R16,左營                  ,1,2024/5/31
2024/5/31,22,IC,EasyCard,A,R8,三多商圈                ,R4A,草衙                  ,3,2024/5/31
2024/5/31,13,N-IC,,,R13,凹子底,R6,凱旋,1,2024/5/31
2024/5/31,18,IC,iPASS,C02,R13,凹子底                 ,R6,凱旋                  ,1,2024/5/31
2024/5/31,23,IC,iPASS,A,R13,凹子底,R11,高雄車站,5,2024/5/31
2024/5/31,13,IC,iPASS,C02,R3,小港                  ,R6,凱旋                  ,2,2024/5/31
2024/5/31,22,IC,iPASS,A,R4A,草衙,R14,巨蛋,5,2024/5/31
2024/5/31,12,IC,EasyCard,A,R3,小港                  ,R21,都會公園                ,1,2024/5/31
2024/5/31,7,IC,iPASS,A,R16,左營                  ,O5/R10,美麗島                 ,5,2024/5/31
2024/5/31,10,IC,iPASS,A,R18,油廠國小                ,R17,世運                  ,1,2024/5/31
2024/5/31,14,IC,iPASS,A,R15,生態園區                ,R5,前鎮高中                ,1,2024/5/31
2024/5/31,16,N-IC,,,R5,前鎮高中,R11,高雄車站,1,2024/5/31
2024/5/31,7,IC,iPASS,B,R19,楠梓科技園區              ,R11,高雄車站                ,1,2024/5/31
2024/5/31,22,IC,CreditCard,A,R4,高雄國際機場,O12,鳳山,1,2024/5/31
2024/5/31,19,N-IC,,,O10,衛武營,O7,文化中心,1,2024/5/31
2024/5/31,6,IC,iPASS,A,R24,岡山高醫,O12,鳳山,1,2024/5/31
2024/5/31,12,N-IC,,,O6,信義國小,R16,左營,1,2024/5/31
2024/5/31,12,IC,EasyCard,A,R7,獅甲                  ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,17,IC,iPASS,A,R8,三多商圈,R24,岡山高醫,21,2024/5/31
2024/5/31,19,IC,iPASS,A,R15,生態園區                ,R12,後驛                  ,1,2024/5/31
2024/5/31,10,IC,iPASS,A,R5,前鎮高中,R9,中央公園,2,2024/5/31
2024/5/31,14,IC,iPASS,A,R4A,草衙                  ,R3,小港                  ,2,2024/5/31
2024/5/31,21,IC,iPASS,B,R5,前鎮高中                ,R11,高雄車站                ,1,2024/5/31
2024/5/31,22,IC,iPASS,A,O2,鹽埕埔                 ,R13,凹子底                 ,1,2024/5/31
2024/5/31,12,IC,iPASS,A,R24,岡山高醫,R5,前鎮高中,1,2024/5/31
2024/5/31,23,IC,iPASS,A,R8,三多商圈                ,R15,生態園區                ,3,2024/5/31
2024/5/31,19,IC,EasyCard,B,R9,中央公園                ,R8,三多商圈                ,2,2024/5/31
2024/5/31,22,IC,iPASS,A,O9,苓雅運動園區              ,O12,鳳山                  ,6,2024/5/31
2024/5/31,14,IC,EasyCard,A,R13,凹子底                 ,O12,鳳山                  ,1,2024/5/31
2024/5/31,14,IC,iPASS,A,O1,哈瑪星                 ,O10,衛武營                 ,2,2024/5/31
2024/5/31,12,IC,iPASS,A,O5/R10,美麗島                 ,O6,信義國小                ,3,2024/5/31
2024/5/31,10,IC,iPASS,A,R18,油廠國小,R11,高雄車站,1,2024/5/31
2024/5/31,17,IC,EasyCard,B,R5,前鎮高中                ,R9,中央公園                ,1,2024/5/31
2024/5/31,8,IC,iPASS,A,R6,凱旋                  ,O2,鹽埕埔                 ,1,2024/5/31
2024/5/31,18,IC,iPASS,A,R14,巨蛋,R4A,草衙,15,2024/5/31
2024/5/31,8,IC,EasyCard,A,O8,五塊厝                 ,O4,前金                  ,1,2024/5/31
2024/5/31,20,IC,EasyCard,A,R5,前鎮高中                ,R9,中央公園                ,1,2024/5/31
2024/5/31,19,IC,iPASS,B,O2,鹽埕埔                 ,R11,高雄車站                ,1,2024/5/31
2024/5/31,19,IC,iPASS,C01,R9,中央公園                ,R20,後勁                  ,1,2024/5/31
2024/5/31,11,IC,EasyCard,B,R14,巨蛋                  ,O12,鳳山                  ,1,2024/5/31
2024/5/31,17,IC,CreditCard,A,R12,後驛,R7,獅甲,1,2024/5/31
2024/5/31,10,IC,EasyCard,A,R5,前鎮高中                ,R16,左營                  ,3,2024/5/31
2024/5/31,15,IC,EasyCard,A,R5,前鎮高中                ,R6,凱旋                  ,2,2024/5/31
2024/5/31,19,IC,iPASS,A,R14,巨蛋                  ,R11,高雄車站                ,12,2024/5/31
2024/5/31,7,IC,iPASS,B,R8,三多商圈                ,R19,楠梓科技園區              ,1,2024/5/31
2024/5/31,17,IC,iPASS,A,O10,衛武營                 ,R14,巨蛋                  ,2,2024/5/31
2024/5/31,16,IC,iPASS,B,R23,橋頭火車站               ,R22,青埔                  ,2,2024/5/31
2024/5/31,7,IC,iPASS,A,R8,三多商圈                ,R14,巨蛋                  ,4,2024/5/31
2024/5/31,17,IC,iPASS,C01,R6,凱旋                  ,R18,油廠國小                ,1,2024/5/31
2024/5/31,22,IC,EasyCard,A,R7,獅甲                  ,R9,中央公園                ,6,2024/5/31
2024/5/31,20,N-IC,,,R16,左營,R8,三多商圈,4,2024/5/31
2024/5/31,18,IC,EasyCard,A,O7,文化中心                ,O5/R10,美麗島                 ,7,2024/5/31
2024/5/31,20,IC,iPASS,C01,R4A,草衙                  ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,11,IC,EasyCard,A,O12,鳳山                  ,O1,哈瑪星                 ,2,2024/5/31
2024/5/31,15,IC,iPASS,B,R12,後驛                  ,R16,左營                  ,16,2024/5/31
2024/5/31,12,IC,iPASS,B,OT1,大寮                  ,O5/R10,美麗島                 ,6,2024/5/31
2024/5/31,7,IC,iPASS,B,R20,後勁                  ,R11,高雄車站                ,1,2024/5/31
2024/5/31,18,IC,EasyCard,B,R11,高雄車站                ,R20,後勁                  ,1,2024/5/31
2024/5/31,17,IC,CreditCard,A,R15,生態園區,R8,三多商圈,3,2024/5/31
2024/5/31,20,IC,iPASS,A,R13,凹子底,O5/R10,美麗島,3,2024/5/31
2024/5/31,21,IC,EasyCard,A,O8,五塊厝                 ,R15,生態園區                ,1,2024/5/31
2024/5/31,21,IC,CreditCard,A,R8,三多商圈,R14,巨蛋,3,2024/5/31
2024/5/31,16,IC,PaymentID,A,R16,左營,R22,青埔,1,2024/5/31
2024/5/31,17,IC,iPASS,B,R19,楠梓科技園區              ,R15,生態園區                ,4,2024/5/31
2024/5/31,22,IC,iPASS,B,O5/R10,美麗島                 ,R7,獅甲                  ,1,2024/5/31
2024/5/31,21,IC,iPASS,A,R16,左營,R7,獅甲,1,2024/5/31
2024/5/31,7,IC,iPASS,C01,R23,橋頭火車站               ,R14,巨蛋                  ,1,2024/5/31
2024/5/31,19,IC,iPASS,B,R15,生態園區                ,R21,都會公園                ,1,2024/5/31
2024/5/31,16,IC,iPASS,B,R23,橋頭火車站               ,R14,巨蛋                  ,3,2024/5/31
2024/5/31,15,IC,EasyCard,B,R4,高雄國際機場              ,O1,哈瑪星                 ,1,2024/5/31
2024/5/31,6,IC,iPASS,C02,O7,文化中心                ,R9,中央公園                ,1,2024/5/31
2024/5/31,17,IC,iPASS,C01,O1,哈瑪星                 ,O4,前金                  ,3,2024/5/31
2024/5/31,20,IC,EasyCard,A,O12,鳳山                  ,R5,前鎮高中                ,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R16,左營                  ,R12,後驛                  ,14,2024/5/31
2024/5/31,13,IC,iPASS,C01,R3,小港                  ,R14,巨蛋                  ,2,2024/5/31
2024/5/31,16,N-IC,,,R9,中央公園,R14,巨蛋,2,2024/5/31
2024/5/31,18,IC,iPASS,B,R5,前鎮高中                ,O2,鹽埕埔                 ,1,2024/5/31
2024/5/31,14,IC,iPASS,B,O13,大東                  ,O9,苓雅運動園區              ,1,2024/5/31
2024/5/31,0,IC,iPASS,A,R3,小港,R22A,橋頭糖廠,1,2024/5/31
2024/5/31,22,IC,EasyCard,A,R21,都會公園                ,R12,後驛                  ,1,2024/5/31
2024/5/31,11,IC,iPASS,C01,R12,後驛                  ,O14,鳳山國中                ,1,2024/5/31
2024/5/31,16,IC,iPASS,C01,R17,世運                  ,R8,三多商圈                ,1,2024/5/31
2024/5/31,17,IC,iPASS,C01,O6,信義國小                ,O9,苓雅運動園區              ,1,2024/5/31
2024/5/31,17,IC,EasyCard,A,O4,前金                  ,R24,岡山高醫                ,2,2024/5/31
2024/5/31,17,IC,EasyCard,B,R11,高雄車站                ,R7,獅甲                  ,5,2024/5/31
2024/5/31,14,IC,iPASS,A,O8,五塊厝                 ,R18,油廠國小                ,1,2024/5/31
2024/5/31,19,IC,iPASS,A,O7,文化中心                ,R23,橋頭火車站               ,1,2024/5/31
2024/5/31,17,IC,iPASS,B,R12,後驛                  ,R4A,草衙                  ,2,2024/5/31
2024/5/31,15,IC,iPASS,A,O2,鹽埕埔                 ,O8,五塊厝                 ,1,2024/5/31
2024/5/31,6,IC,iPASS,B,R24,岡山高醫,R19,楠梓科技園區,1,2024/5/31
2024/5/31,12,N-IC,,,R23,橋頭火車站,R16,左營,1,2024/5/31
2024/5/31,23,IC,iPASS,B,R14,巨蛋                  ,R8,三多商圈                ,5,2024/5/31
2024/5/31,11,IC,icash,A,R13,凹子底                 ,O6,信義國小                ,1,2024/5/31
2024/5/31,12,IC,iPASS,C01,O6,信義國小                ,R21,都會公園                ,1,2024/5/31
2024/5/31,7,IC,EasyCard,A,O8,五塊厝                 ,O6,信義國小                ,3,2024/5/31
2024/5/31,22,IC,iPASS,A,R20,後勁,R12,後驛,2,2024/5/31
2024/5/31,16,IC,iPASS,A,R21,都會公園,R8,三多商圈,4,2024/5/31
2024/5/31,20,IC,EasyCard,B,R9,中央公園                ,O4,前金                  ,2,2024/5/31
2024/5/31,6,IC,iPASS,A,R19,楠梓科學園區,R13,凹子底,2,2024/5/31
2024/5/31,19,IC,iPASS,C01,R6,凱旋                  ,R5,前鎮高中                ,1,2024/5/31
2024/5/31,21,IC,EasyCard,B,R16,左營                  ,R6,凱旋                  ,5,2024/5/31
2024/5/31,20,IC,iPASS,A,O5/R10,美麗島,R6,凱旋,3,2024/5/31
2024/5/31,18,IC,iPASS,B,R22,青埔                  ,R13,凹子底                 ,2,2024/5/31
2024/5/31,22,IC,iPASS,A,O5/R10,美麗島,O7,文化中心,2,2024/5/31
2024/5/31,17,IC,iPASS,C02,R16,左營                  ,R14,巨蛋                  ,2,2024/5/31
2024/5/31,9,IC,iPASS,C01,R8,三多商圈                ,O2,鹽埕埔                 ,1,2024/5/31
2024/5/31,19,IC,iPASS,B,O7,文化中心                ,R15,生態園區                ,2,2024/5/31
2024/5/31,16,IC,iPASS,C01,R12,後驛                  ,R4A,草衙                  ,2,2024/5/31
2024/5/31,12,IC,iPASS,B,R12,後驛                  ,O13,大東                  ,1,2024/5/31
2024/5/31,17,IC,iPASS,B,R5,前鎮高中,O6,信義國小,1,2024/5/31
2024/5/31,23,IC,icash,A,R23,橋頭火車站               ,O10,衛武營                 ,1,2024/5/31
2024/5/31,18,IC,iPASS,B,R19,楠梓科技園區              ,R22,青埔                  ,1,2024/5/31
2024/5/31,6,IC,iPASS,A,R15,生態園區,R24,岡山高醫,5,2024/5/31
2024/5/31,9,IC,PaymentID,A,R13,凹子底,R4,高雄國際機場,1,2024/5/31
2024/5/31,12,IC,iPASS,C01,R13,凹子底                 ,O4,前金                  ,1,2024/5/31
2024/5/31,19,IC,iPASS,A,R5,前鎮高中,R8,三多商圈,1,2024/5/31
2024/5/31,22,IC,iPASS,A,R13,凹子底,R16,左營,7,2024/5/31
2024/5/31,20,IC,iPASS,A,R9,中央公園,R4,高雄國際機場,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R20,後勁,R4A,草衙,1,2024/5/31
2024/5/31,10,IC,iPASS,C01,R13,凹子底                 ,R5,前鎮高中                ,1,2024/5/31
2024/5/31,0,IC,iPASS,A,O4,前金                  ,R5,前鎮高中                ,1,2024/5/31
2024/5/31,10,IC,iPASS,C01,R9,中央公園                ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,11,IC,iPASS,C02,R12,後驛                  ,R11,高雄車站                ,2,2024/5/31
2024/5/31,14,IC,EasyCard,B,OT1,大寮                  ,R12,後驛                  ,1,2024/5/31
2024/5/31,17,IC,iPASS,C02,R3,小港                  ,R15,生態園區                ,1,2024/5/31
2024/5/31,20,IC,iPASS,B,R11,高雄車站                ,O11,鳳山西站                ,2,2024/5/31
2024/5/31,16,IC,iPASS,C01,O10,衛武營                 ,O13,大東                  ,1,2024/5/31
2024/5/31,12,IC,EasyCard,A,R19,楠梓科技園區              ,R16,左營                  ,6,2024/5/31
2024/5/31,8,IC,iPASS,A,O5/R10,美麗島,R8,三多商圈,8,2024/5/31
2024/5/31,7,IC,iPASS,B,R3,小港,O7,文化中心,2,2024/5/31
2024/5/31,18,IC,iPASS,C01,R8,三多商圈                ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,12,IC,iPASS,A,R6,凱旋,R13,凹子底,3,2024/5/31
2024/5/31,21,N-IC,,,R12,後驛,R20,後勁,1,2024/5/31
2024/5/31,9,IC,iPASS,C02,R11,高雄車站                ,R14,巨蛋                  ,1,2024/5/31
2024/5/31,21,IC,iPASS,B,O11,鳳山西站                ,O12,鳳山                  ,1,2024/5/31
2024/5/31,11,IC,icash,A,R11,高雄車站                ,O2,鹽埕埔                 ,1,2024/5/31
2024/5/31,16,N-IC,,,O7,文化中心,R18,油廠國小,1,2024/5/31
2024/5/31,7,IC,iPASS,A,OT1,大寮,R14,巨蛋,11,2024/5/31
2024/5/31,20,IC,iPASS,A,R13,凹子底,R8,三多商圈,4,2024/5/31
2024/5/31,14,IC,CreditCard,A,O9,苓雅運動園區,R5,前鎮高中,1,2024/5/31
2024/5/31,19,IC,iPASS,A,O5/R10,美麗島,O5/R10,美麗島,3,2024/5/31
2024/5/31,6,IC,iPASS,A,R14,巨蛋,R15,生態園區,3,2024/5/31
2024/5/31,18,IC,iPASS,A,R8,三多商圈,R21,都會公園,27,2024/5/31
2024/5/31,7,IC,iPASS,A,R20,後勁                  ,R19,楠梓科技園區              ,1,2024/5/31
2024/5/31,19,IC,iPASS,A,R3,小港,O5/R10,美麗島,7,2024/5/31
2024/5/31,20,IC,iPASS,C01,R15,生態園區                ,R9,中央公園                ,1,2024/5/31
2024/5/31,7,IC,iPASS,A,O10,衛武營                 ,O4,前金                  ,1,2024/5/31
2024/5/31,6,IC,iPASS,A,R23,橋頭火車站,R21,都會公園,1,2024/5/31
2024/5/31,11,IC,iPASS,B,O5/R10,美麗島                 ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,12,IC,iPASS,A,R5,前鎮高中                ,R15,生態園區                ,1,2024/5/31
2024/5/31,21,IC,iPASS,C01,O10,衛武營                 ,O8,五塊厝                 ,2,2024/5/31
2024/5/31,19,IC,EasyCard,A,O1,哈瑪星                 ,R17,世運                  ,1,2024/5/31
2024/5/31,20,N-IC,,,R15,生態園區,R8,三多商圈,1,2024/5/31
2024/5/31,8,IC,iPASS,A,O12,鳳山                  ,OT1,大寮                  ,1,2024/5/31
2024/5/31,10,IC,iPASS,A,O8,五塊厝                 ,O4,前金                  ,1,2024/5/31
2024/5/31,7,IC,iPASS,A,R17,世運,O11,鳳山西站,10,2024/5/31
